"id","grade","cal_year","measure","score","time","program_year","time_cont","student_year","domain_type","grade_diff","start_grade_diff","fall_score","spring_score","raw_growth","start_grade_diff_c","time_c"
"501517",3,2015,"rc",3.8,1,1,1,"501517_2015","reading",0.8,0.8,3.8,6.4,2.6,1.21878554700569,-1.04895489548955
"501517",3,2015,"lwid",3.7,1,1,1,"501517_2015","reading",0.7,0.7,3.7,8.2,4.5,1.11878554700569,-1.04895489548955
"501517",3,2015,"wa",4.8,1,1,1,"501517_2015","reading",1.8,1.8,4.8,12.4,7.6,2.21878554700569,-1.04895489548955
"501517",3,2015,"rf",4.6,1,1,1,"501517_2015","reading",1.6,1.6,4.6,5.8,1.2,2.01878554700569,-1.04895489548955
"501517",3,2015,"cap",NA,1,1,1,"501517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"501517",3,2015,"punc",NA,1,1,1,"501517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"501517",3,2015,"ue",NA,1,1,1,"501517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"501517",3,2015,"lang",NA,1,1,1,"501517_2015","composite",NA,NA,NA,NA,NA,NA,-1.04895489548955
"501517",3,2015,"wf",2.5,1,1,1,"501517_2015","writing",-0.5,-0.5,2.5,5,2.5,-0.0812144529943125,-1.04895489548955
"501517",3,2015,"ed",2.5,1,1,1,"501517_2015","other",-0.5,-0.5,2.5,6.4,3.9,-0.0812144529943125,-1.04895489548955
"501517",3,2015,"ws",4.7,1,1,1,"501517_2015","writing",1.7,1.7,4.7,7.7,3,2.11878554700569,-1.04895489548955
"501517",3,2015,"ce",2.4,1,1,1,"501517_2015","math",-0.6,-0.6,2.4,5,2.6,-0.181214452994313,-1.04895489548955
"501517",3,2015,"psdi",2.1,1,1,1,"501517_2015","math",-0.9,-0.9,2.1,5.6,3.5,-0.481214452994312,-1.04895489548955
"501517",3,2015,"comp",2.2,1,1,1,"501517_2015","composite",-0.8,-0.8,2.2,5.3,3.1,-0.381214452994312,-1.04895489548955
"501517",3,2015,"calc",4,1,1,1,"501517_2015","math",1,1,4,6.1,2.1,1.41878554700569,-1.04895489548955
"501517",3,2015,"mf",4.2,1,1,1,"501517_2015","math",1.2,1.2,4.2,5.6,1.4,1.61878554700569,-1.04895489548955
"501517",4,2016,"rc",7.9,1,2,3,"501517_2016","reading",3.9,3.9,7.9,6.4,-1.5,4.31878554700569,0.951045104510451
"501517",4,2016,"lwid",5.3,1,2,3,"501517_2016","reading",1.3,1.3,5.3,10.8,5.5,1.71878554700569,0.951045104510451
"501517",4,2016,"wa",8.1,1,2,3,"501517_2016","reading",4.1,4.1,8.1,12.9,4.8,4.51878554700569,0.951045104510451
"501517",4,2016,"ed",3.8,1,2,3,"501517_2016","other",-0.2,-0.2,3.8,5.8,2,0.218785547005687,0.951045104510451
"501517",4,2016,"wf",2.2,1,2,3,"501517_2016","writing",-1.8,-1.8,2.2,5,2.8,-1.38121445299431,0.951045104510451
"501517",4,2016,"ws",6.4,1,2,3,"501517_2016","writing",2.4,2.4,6.4,6.4,0,2.81878554700569,0.951045104510451
"501517",4,2016,"calc",5.3,1,2,3,"501517_2016","math",1.3,1.3,5.3,6.4,1.1,1.71878554700569,0.951045104510451
"501517",4,2016,"comp",3.2,1,2,3,"501517_2016","composite",-0.8,-0.8,3.2,5.2,2,-0.381214452994312,0.951045104510451
"501517",4,2016,"psdi",4.7,1,2,3,"501517_2016","math",0.7,0.7,4.7,7.4,2.7,1.11878554700569,0.951045104510451
"501517",4,2016,"mf",4.2,1,2,3,"501517_2016","math",0.2,0.2,4.2,6.6,2.4,0.618785547005688,0.951045104510451
"502325",8,2023,"rc",5.2,1,1,1,"502325_2023","reading",-2.8,-2.8,5.2,6.9,1.7,-2.38121445299431,-1.04895489548955
"502325",8,2023,"lwid",9.6,1,1,1,"502325_2023","reading",1.6,1.6,9.6,10.6,1,2.01878554700569,-1.04895489548955
"502325",8,2023,"wa",6.4,1,1,1,"502325_2023","reading",-1.6,-1.6,6.4,10.2,3.8,-1.18121445299431,-1.04895489548955
"502325",8,2023,"rf",7.3,1,1,1,"502325_2023","reading",-0.7,-0.7,7.3,12.9,5.6,-0.281214452994313,-1.04895489548955
"502325",8,2023,"cap",NA,1,1,1,"502325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"502325",8,2023,"ed",8,1,1,1,"502325_2023","other",0,0,8,10.2,2.2,0.418785547005688,-1.04895489548955
"502325",8,2023,"ue",NA,1,1,1,"502325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"502325",8,2023,"lang",NA,1,1,1,"502325_2023","composite",NA,NA,NA,NA,NA,NA,-1.04895489548955
"502325",8,2023,"wf",6.3,1,1,1,"502325_2023","writing",-1.7,-1.7,6.3,NA,NA,-1.28121445299431,-1.04895489548955
"502325",8,2023,"ws",NA,1,1,1,"502325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"502325",8,2023,"ce",NA,1,1,1,"502325_2023","math",NA,NA,NA,NA,NA,NA,-1.04895489548955
"502325",8,2023,"comp",6.4,1,1,1,"502325_2023","composite",-1.6,-1.6,6.4,10.5,4.1,-1.18121445299431,-1.04895489548955
"502325",8,2023,"psdi",4,1,1,1,"502325_2023","math",-4,-4,4,6,2,-3.58121445299431,-1.04895489548955
"502325",8,2023,"calc",5.3,1,1,1,"502325_2023","math",-2.7,-2.7,5.3,12.9,7.6,-2.28121445299431,-1.04895489548955
"502325",8,2023,"mf",7.2,1,1,1,"502325_2023","math",-0.8,-0.8,7.2,12.9,5.7,-0.381214452994312,-1.04895489548955
"502325",9,2024,"rc",8.2,1,2,3,"502325_2024","reading",-0.800000000000001,-0.800000000000001,8.2,8.8,0.600000000000001,-0.381214452994313,0.951045104510451
"502325",9,2024,"lwid",12.1,1,2,3,"502325_2024","reading",3.1,3.1,12.1,10.8,-1.3,3.51878554700569,0.951045104510451
"502325",9,2024,"wa",12.4,1,2,3,"502325_2024","reading",3.4,3.4,12.4,12.9,0.5,3.81878554700569,0.951045104510451
"502325",9,2024,"rf",12.9,1,2,3,"502325_2024","reading",3.9,3.9,12.9,12.9,0,4.31878554700569,0.951045104510451
"502325",9,2024,"ws",11,1,2,3,"502325_2024","writing",2,2,11,12.9,1.9,2.41878554700569,0.951045104510451
"502325",9,2024,"we",3.9,1,2,3,"502325_2024","other",-5.1,-5.1,3.9,8.9,5,-4.68121445299431,0.951045104510451
"502325",9,2024,"ed",9,1,2,3,"502325_2024","other",0,0,9,9,0,0.418785547005688,0.951045104510451
"502325",9,2024,"towl",13,1,2,3,"502325_2024","other",4,4,13,13,0,4.41878554700569,0.951045104510451
"502325",9,2024,"comp",8.3,1,2,3,"502325_2024","composite",-0.699999999999999,-0.699999999999999,8.3,9,0.699999999999999,-0.281214452994312,0.951045104510451
"502325",9,2024,"ce",8.9,1,2,3,"502325_2024","math",-0.0999999999999996,-0.0999999999999996,8.9,12.8,3.9,0.318785547005688,0.951045104510451
"502325",9,2024,"calc",9.1,1,2,3,"502325_2024","math",0.0999999999999996,0.0999999999999996,9.1,12.9,3.8,0.518785547005687,0.951045104510451
"502325",9,2024,"mf",12.9,1,2,3,"502325_2024","math",3.9,3.9,12.9,12.9,0,4.31878554700569,0.951045104510451
"50810",5,2008,"rc",5.2,1,1,1,"50810_2008","reading",0.2,0.2,5.2,3.7,-1.5,0.618785547005688,-1.04895489548955
"50810",5,2008,"lwid",8,1,1,1,"50810_2008","reading",3,3,8,7.6,-0.4,3.41878554700569,-1.04895489548955
"50810",5,2008,"wa",12.9,1,1,1,"50810_2008","reading",7.9,7.9,12.9,12.9,0,8.31878554700569,-1.04895489548955
"50810",5,2008,"rf",5.2,1,1,1,"50810_2008","reading",0.2,0.2,5.2,7.3,2.1,0.618785547005688,-1.04895489548955
"50810",5,2008,"cap",5.2,1,1,1,"50810_2008","writing",0.2,0.2,5.2,6.3,1.1,0.618785547005688,-1.04895489548955
"50810",5,2008,"punc",2.9,1,1,1,"50810_2008","writing",-2.1,-2.1,2.9,3.8,0.9,-1.68121445299431,-1.04895489548955
"50810",5,2008,"ue",3.8,1,1,1,"50810_2008","writing",-1.2,-1.2,3.8,4.7,0.9,-0.781214452994313,-1.04895489548955
"50810",5,2008,"lang",4,1,1,1,"50810_2008","composite",-1,-1,4,4.9,0.9,-0.581214452994312,-1.04895489548955
"50810",5,2008,"wf",4.9,1,1,1,"50810_2008","writing",-0.0999999999999996,-0.0999999999999996,4.9,5.3,0.399999999999999,0.318785547005688,-1.04895489548955
"50810",5,2008,"ws",5.9,1,1,1,"50810_2008","writing",0.9,0.9,5.9,3.7,-2.2,1.31878554700569,-1.04895489548955
"50810",5,2008,"ce",5.3,1,1,1,"50810_2008","math",0.3,0.3,5.3,5.2,-0.0999999999999996,0.718785547005687,-1.04895489548955
"50810",5,2008,"psdi",5.4,1,1,1,"50810_2008","math",0.4,0.4,5.4,5.5,0.0999999999999996,0.818785547005688,-1.04895489548955
"50810",5,2008,"comp",2.9,1,1,1,"50810_2008","composite",-2.1,-2.1,2.9,5.7,2.8,-1.68121445299431,-1.04895489548955
"50810",5,2008,"maths",4.4,1,1,1,"50810_2008","other",-0.6,-0.6,4.4,5.5,1.1,-0.181214452994312,-1.04895489548955
"50810",5,2008,"calc",2.8,1,1,1,"50810_2008","math",-2.2,-2.2,2.8,7.3,4.5,-1.78121445299431,-1.04895489548955
"50810",5,2008,"mf",4.2,1,1,1,"50810_2008","math",-0.8,-0.8,4.2,6.6,2.4,-0.381214452994312,-1.04895489548955
"510810",5,2008,"rc",3.6,1,1,1,"510810_2008","reading",-1.4,-1.4,3.6,6.4,2.8,-0.981214452994312,-1.04895489548955
"510810",5,2008,"lwid",3,1,1,1,"510810_2008","reading",-2,-2,3,4.3,1.3,-1.58121445299431,-1.04895489548955
"510810",5,2008,"wa",1.7,1,1,1,"510810_2008","reading",-3.3,-3.3,1.7,4,2.3,-2.88121445299431,-1.04895489548955
"510810",5,2008,"rf",4.2,1,1,1,"510810_2008","reading",-0.8,-0.8,4.2,6.9,2.7,-0.381214452994312,-1.04895489548955
"510810",5,2008,"cap",2.9,1,1,1,"510810_2008","writing",-2.1,-2.1,2.9,5.8,2.9,-1.68121445299431,-1.04895489548955
"510810",5,2008,"punc",3.2,1,1,1,"510810_2008","writing",-1.8,-1.8,3.2,5.2,2,-1.38121445299431,-1.04895489548955
"510810",5,2008,"ue",4.2,1,1,1,"510810_2008","writing",-0.8,-0.8,4.2,4.4,0.2,-0.381214452994312,-1.04895489548955
"510810",5,2008,"lang",3.4,1,1,1,"510810_2008","composite",-1.6,-1.6,3.4,5.1,1.7,-1.18121445299431,-1.04895489548955
"510810",5,2008,"wf",4.6,1,1,1,"510810_2008","writing",-0.4,-0.4,4.6,8.4,3.8,0.0187855470056872,-1.04895489548955
"510810",5,2008,"ws",9.9,1,1,1,"510810_2008","writing",4.9,4.9,9.9,9.7,-0.200000000000001,5.31878554700569,-1.04895489548955
"510810",5,2008,"ce",4.5,1,1,1,"510810_2008","math",-0.5,-0.5,4.5,6.2,1.7,-0.0812144529943125,-1.04895489548955
"510810",5,2008,"psdi",6.2,1,1,1,"510810_2008","math",1.2,1.2,6.2,4,-2.2,1.61878554700569,-1.04895489548955
"510810",5,2008,"comp",3.3,1,1,1,"510810_2008","composite",-1.7,-1.7,3.3,8.3,5,-1.28121445299431,-1.04895489548955
"510810",5,2008,"maths",4.5,1,1,1,"510810_2008","other",-0.5,-0.5,4.5,6.1,1.6,-0.0812144529943125,-1.04895489548955
"510810",5,2008,"calc",6.2,1,1,1,"510810_2008","math",1.2,1.2,6.2,6.7,0.5,1.61878554700569,-1.04895489548955
"510810",5,2008,"mf",5,1,1,1,"510810_2008","math",0,0,5,10.5,5.5,0.418785547005688,-1.04895489548955
"511517",5,2015,"rc",5,1,1,1,"511517_2015","reading",0,0,5,6,1,0.418785547005688,-1.04895489548955
"511517",5,2015,"lwid",5.4,1,1,1,"511517_2015","reading",0.4,0.4,5.4,7,1.6,0.818785547005688,-1.04895489548955
"511517",5,2015,"wa",2.6,1,1,1,"511517_2015","reading",-2.4,-2.4,2.6,6.4,3.8,-1.98121445299431,-1.04895489548955
"511517",5,2015,"rf",4.5,1,1,1,"511517_2015","reading",-0.5,-0.5,4.5,6.8,2.3,-0.0812144529943125,-1.04895489548955
"511517",5,2015,"cap",NA,1,1,1,"511517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"511517",5,2015,"punc",NA,1,1,1,"511517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"511517",5,2015,"ue",NA,1,1,1,"511517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"511517",5,2015,"lang",NA,1,1,1,"511517_2015","composite",NA,NA,NA,NA,NA,NA,-1.04895489548955
"511517",5,2015,"wf",7,1,1,1,"511517_2015","writing",2,2,7,7,0,2.41878554700569,-1.04895489548955
"511517",5,2015,"ed",4.7,1,1,1,"511517_2015","other",-0.3,-0.3,4.7,5.8,1.1,0.118785547005688,-1.04895489548955
"511517",5,2015,"ws",3,1,1,1,"511517_2015","writing",-2,-2,3,6.2,3.2,-1.58121445299431,-1.04895489548955
"511517",5,2015,"ce",4.1,1,1,1,"511517_2015","math",-0.9,-0.9,4.1,4.7,0.600000000000001,-0.481214452994313,-1.04895489548955
"511517",5,2015,"psdi",5,1,1,1,"511517_2015","math",0,0,5,6.5,1.5,0.418785547005688,-1.04895489548955
"511517",5,2015,"comp",4.5,1,1,1,"511517_2015","composite",-0.5,-0.5,4.5,5.5,1,-0.0812144529943125,-1.04895489548955
"511517",5,2015,"calc",5.2,1,1,1,"511517_2015","math",0.2,0.2,5.2,6.5,1.3,0.618785547005688,-1.04895489548955
"511517",5,2015,"mf",4.5,1,1,1,"511517_2015","math",-0.5,-0.5,4.5,9.5,5,-0.0812144529943125,-1.04895489548955
"511517",6,2016,"rc",5.5,1,2,3,"511517_2016","reading",-0.5,-0.5,5.5,8.7,3.2,-0.0812144529943125,0.951045104510451
"511517",6,2016,"lwid",4.9,1,2,3,"511517_2016","reading",-1.1,-1.1,4.9,9.8,4.9,-0.681214452994312,0.951045104510451
"511517",6,2016,"wa",4.1,1,2,3,"511517_2016","reading",-1.9,-1.9,4.1,12.9,8.8,-1.48121445299431,0.951045104510451
"511517",6,2016,"ed",4.7,1,2,3,"511517_2016","other",-1.3,-1.3,4.7,6.4,1.7,-0.881214452994312,0.951045104510451
"511517",6,2016,"wf",4.6,1,2,3,"511517_2016","writing",-1.4,-1.4,4.6,5,0.4,-0.981214452994313,0.951045104510451
"511517",6,2016,"ws",5.8,1,2,3,"511517_2016","writing",-0.2,-0.2,5.8,12.9,7.1,0.218785547005687,0.951045104510451
"511517",6,2016,"calc",6.6,1,2,3,"511517_2016","math",0.6,0.6,6.6,8,1.4,1.01878554700569,0.951045104510451
"511517",6,2016,"comp",3.7,1,2,3,"511517_2016","composite",-2.3,-2.3,3.7,5.1,1.4,-1.88121445299431,0.951045104510451
"511517",6,2016,"psdi",7.2,1,2,3,"511517_2016","math",1.2,1.2,7.2,8.5,1.3,1.61878554700569,0.951045104510451
"511517",6,2016,"mf",12.9,1,2,3,"511517_2016","math",6.9,6.9,12.9,9,-3.9,7.31878554700569,0.951045104510451
"512325",8,2023,"rc",8.2,1,1,1,"512325_2023","reading",0.199999999999999,0.199999999999999,8.2,9.9,1.7,0.618785547005687,-1.04895489548955
"512325",8,2023,"lwid",12.1,1,1,1,"512325_2023","reading",4.1,4.1,12.1,12.2,0.0999999999999996,4.51878554700569,-1.04895489548955
"512325",8,2023,"wa",12.4,1,1,1,"512325_2023","reading",4.4,4.4,12.4,12.9,0.5,4.81878554700569,-1.04895489548955
"512325",8,2023,"rf",9.3,1,1,1,"512325_2023","reading",1.3,1.3,9.3,12.9,3.6,1.71878554700569,-1.04895489548955
"512325",8,2023,"cap",NA,1,1,1,"512325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"512325",8,2023,"ed",9,1,1,1,"512325_2023","other",1,1,9,12.9,3.9,1.41878554700569,-1.04895489548955
"512325",8,2023,"ue",NA,1,1,1,"512325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"512325",8,2023,"lang",NA,1,1,1,"512325_2023","composite",NA,NA,NA,NA,NA,NA,-1.04895489548955
"512325",8,2023,"wf",8.8,1,1,1,"512325_2023","writing",0.800000000000001,0.800000000000001,8.8,12.9,4.1,1.21878554700569,-1.04895489548955
"512325",8,2023,"ws",NA,1,1,1,"512325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"512325",8,2023,"ce",NA,1,1,1,"512325_2023","math",NA,NA,NA,NA,NA,NA,-1.04895489548955
"512325",8,2023,"comp",6.8,1,1,1,"512325_2023","composite",-1.2,-1.2,6.8,8.6,1.8,-0.781214452994313,-1.04895489548955
"512325",8,2023,"psdi",6.9,1,1,1,"512325_2023","math",-1.1,-1.1,6.9,7.3,0.399999999999999,-0.681214452994312,-1.04895489548955
"512325",8,2023,"calc",7,1,1,1,"512325_2023","math",-1,-1,7,8.4,1.4,-0.581214452994312,-1.04895489548955
"512325",8,2023,"mf",7.2,1,1,1,"512325_2023","math",-0.8,-0.8,7.2,10.5,3.3,-0.381214452994312,-1.04895489548955
"51517",8,2015,"rc",6.5,1,1,1,"51517_2015","reading",-1.5,-1.5,6.5,7.1,0.6,-1.08121445299431,-1.04895489548955
"51517",8,2015,"lwid",7.2,1,1,1,"51517_2015","reading",-0.8,-0.8,7.2,8.8,1.6,-0.381214452994312,-1.04895489548955
"51517",8,2015,"wa",5.7,1,1,1,"51517_2015","reading",-2.3,-2.3,5.7,7.6,1.9,-1.88121445299431,-1.04895489548955
"51517",8,2015,"rf",7.3,1,1,1,"51517_2015","reading",-0.7,-0.7,7.3,8.9,1.6,-0.281214452994313,-1.04895489548955
"51517",8,2015,"cap",NA,1,1,1,"51517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"51517",8,2015,"punc",NA,1,1,1,"51517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"51517",8,2015,"ue",NA,1,1,1,"51517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"51517",8,2015,"lang",NA,1,1,1,"51517_2015","composite",NA,NA,NA,NA,NA,NA,-1.04895489548955
"51517",8,2015,"wf",8.8,1,1,1,"51517_2015","writing",0.800000000000001,0.800000000000001,8.8,11,2.2,1.21878554700569,-1.04895489548955
"51517",8,2015,"ed",8,1,1,1,"51517_2015","other",0,0,8,8,0,0.418785547005688,-1.04895489548955
"51517",8,2015,"ws",7.9,1,1,1,"51517_2015","writing",-0.0999999999999996,-0.0999999999999996,7.9,9.6,1.7,0.318785547005688,-1.04895489548955
"51517",8,2015,"ce",7.3,1,1,1,"51517_2015","math",-0.7,-0.7,7.3,7.7,0.4,-0.281214452994313,-1.04895489548955
"51517",8,2015,"psdi",7.7,1,1,1,"51517_2015","math",-0.3,-0.3,7.7,8,0.3,0.118785547005688,-1.04895489548955
"51517",8,2015,"comp",7.6,1,1,1,"51517_2015","composite",-0.4,-0.4,7.6,8,0.4,0.0187855470056872,-1.04895489548955
"51517",8,2015,"calc",7.4,1,1,1,"51517_2015","math",-0.6,-0.6,7.4,12.9,5.5,-0.181214452994312,-1.04895489548955
"51517",8,2015,"mf",9.9,1,1,1,"51517_2015","math",1.9,1.9,9.9,9.1,-0.800000000000001,2.31878554700569,-1.04895489548955
"51517",9,2016,"rc",8.2,1,2,3,"51517_2016","reading",-0.800000000000001,-0.800000000000001,8.2,10.2,2,-0.381214452994313,0.951045104510451
"51517",9,2016,"lwid",6.1,1,2,3,"51517_2016","reading",-2.9,-2.9,6.1,10.8,4.7,-2.48121445299431,0.951045104510451
"51517",9,2016,"wa",6.7,1,2,3,"51517_2016","reading",-2.3,-2.3,6.7,12.9,6.2,-1.88121445299431,0.951045104510451
"51517",9,2016,"ed",8,1,2,3,"51517_2016","other",-1,-1,8,10.2,2.2,-0.581214452994312,0.951045104510451
"51517",9,2016,"wf",6.3,1,2,3,"51517_2016","writing",-2.7,-2.7,6.3,7,0.7,-2.28121445299431,0.951045104510451
"51517",9,2016,"ws",9.3,1,2,3,"51517_2016","writing",0.300000000000001,0.300000000000001,9.3,12.9,3.6,0.718785547005688,0.951045104510451
"51517",9,2016,"calc",12.9,1,2,3,"51517_2016","math",3.9,3.9,12.9,12.9,0,4.31878554700569,0.951045104510451
"51517",9,2016,"comp",8.4,1,2,3,"51517_2016","composite",-0.6,-0.6,8.4,9.2,0.799999999999999,-0.181214452994312,0.951045104510451
"51517",9,2016,"psdi",7.1,1,2,3,"51517_2016","math",-1.9,-1.9,7.1,7.7,0.600000000000001,-1.48121445299431,0.951045104510451
"51517",9,2016,"mf",8.3,1,2,3,"51517_2016","math",-0.699999999999999,-0.699999999999999,8.3,12.9,4.6,-0.281214452994312,0.951045104510451
"520810",7,2008,"rc",8.8,1,1,1,"520810_2008","reading",1.8,1.8,8.8,12.9,4.1,2.21878554700569,-1.04895489548955
"520810",7,2008,"lwid",6.3,1,1,1,"520810_2008","reading",-0.7,-0.7,6.3,8,1.7,-0.281214452994313,-1.04895489548955
"520810",7,2008,"wa",4.3,1,1,1,"520810_2008","reading",-2.7,-2.7,4.3,4.4,0.100000000000001,-2.28121445299431,-1.04895489548955
"520810",7,2008,"rf",5.4,1,1,1,"520810_2008","reading",-1.6,-1.6,5.4,7.3,1.9,-1.18121445299431,-1.04895489548955
"520810",7,2008,"cap",5.6,1,1,1,"520810_2008","writing",-1.4,-1.4,5.6,5.1,-0.5,-0.981214452994313,-1.04895489548955
"520810",7,2008,"punc",3.7,1,1,1,"520810_2008","writing",-3.3,-3.3,3.7,4.8,1.1,-2.88121445299431,-1.04895489548955
"520810",7,2008,"ue",4.1,1,1,1,"520810_2008","writing",-2.9,-2.9,4.1,5.8,1.7,-2.48121445299431,-1.04895489548955
"520810",7,2008,"lang",4.5,1,1,1,"520810_2008","composite",-2.5,-2.5,4.5,5.2,0.7,-2.08121445299431,-1.04895489548955
"520810",7,2008,"wf",3.9,1,1,1,"520810_2008","writing",-3.1,-3.1,3.9,8.4,4.5,-2.68121445299431,-1.04895489548955
"520810",7,2008,"ws",3.5,1,1,1,"520810_2008","writing",-3.5,-3.5,3.5,10.6,7.1,-3.08121445299431,-1.04895489548955
"520810",7,2008,"ce",6.3,1,1,1,"520810_2008","math",-0.7,-0.7,6.3,7.5,1.2,-0.281214452994313,-1.04895489548955
"520810",7,2008,"psdi",3.4,1,1,1,"520810_2008","math",-3.6,-3.6,3.4,4.2,0.8,-3.18121445299431,-1.04895489548955
"520810",7,2008,"comp",3.4,1,1,1,"520810_2008","composite",-3.6,-3.6,3.4,2.8,-0.6,-3.18121445299431,-1.04895489548955
"520810",7,2008,"maths",4.4,1,1,1,"520810_2008","other",-2.6,-2.6,4.4,4.6,0.199999999999999,-2.18121445299431,-1.04895489548955
"520810",7,2008,"calc",4.1,1,1,1,"520810_2008","math",-2.9,-2.9,4.1,6.7,2.6,-2.48121445299431,-1.04895489548955
"520810",7,2008,"mf",3.2,1,1,1,"520810_2008","math",-3.8,-3.8,3.2,3,-0.2,-3.38121445299431,-1.04895489548955
"521517",5,2015,"rc",4.3,1,1,1,"521517_2015","reading",-0.7,-0.7,4.3,5.5,1.2,-0.281214452994313,-1.04895489548955
"521517",5,2015,"lwid",6.2,1,1,1,"521517_2015","reading",1.2,1.2,6.2,8.8,2.6,1.61878554700569,-1.04895489548955
"521517",5,2015,"wa",8,1,1,1,"521517_2015","reading",3,3,8,12.9,4.9,3.41878554700569,-1.04895489548955
"521517",5,2015,"rf",2.8,1,1,1,"521517_2015","reading",-2.2,-2.2,2.8,4.9,2.1,-1.78121445299431,-1.04895489548955
"521517",5,2015,"cap",NA,1,1,1,"521517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"521517",5,2015,"punc",NA,1,1,1,"521517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"521517",5,2015,"ue",NA,1,1,1,"521517_2015","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"521517",5,2015,"lang",NA,1,1,1,"521517_2015","composite",NA,NA,NA,NA,NA,NA,-1.04895489548955
"521517",5,2015,"wf",5,1,1,1,"521517_2015","writing",0,0,5,7.8,2.8,0.418785547005688,-1.04895489548955
"521517",5,2015,"ed",8,1,1,1,"521517_2015","other",3,3,8,10.2,2.2,3.41878554700569,-1.04895489548955
"521517",5,2015,"ws",4.7,1,1,1,"521517_2015","writing",-0.3,-0.3,4.7,6.2,1.5,0.118785547005688,-1.04895489548955
"521517",5,2015,"ce",3.3,1,1,1,"521517_2015","math",-1.7,-1.7,3.3,5.1,1.8,-1.28121445299431,-1.04895489548955
"521517",5,2015,"psdi",2.1,1,1,1,"521517_2015","math",-2.9,-2.9,2.1,3.1,1,-2.48121445299431,-1.04895489548955
"521517",5,2015,"comp",2.6,1,1,1,"521517_2015","composite",-2.4,-2.4,2.6,4,1.4,-1.98121445299431,-1.04895489548955
"521517",5,2015,"calc",5.2,1,1,1,"521517_2015","math",0.2,0.2,5.2,6.1,0.899999999999999,0.618785547005688,-1.04895489548955
"521517",5,2015,"mf",3.5,1,1,1,"521517_2015","math",-1.5,-1.5,3.5,5.7,2.2,-1.08121445299431,-1.04895489548955
"521517",6,2016,"rc",5.3,1,2,3,"521517_2016","reading",-0.7,-0.7,5.3,9.9,4.6,-0.281214452994313,0.951045104510451
"521517",6,2016,"lwid",7.7,1,2,3,"521517_2016","reading",1.7,1.7,7.7,12.9,5.2,2.11878554700569,0.951045104510451
"521517",6,2016,"wa",12.9,1,2,3,"521517_2016","reading",6.9,6.9,12.9,9.9,-3,7.31878554700569,0.951045104510451
"521517",6,2016,"ed",9,1,2,3,"521517_2016","other",3,3,9,12.9,3.9,3.41878554700569,0.951045104510451
"521517",6,2016,"wf",11,1,2,3,"521517_2016","writing",5,5,11,12.9,1.9,5.41878554700569,0.951045104510451
"521517",6,2016,"ws",9.3,1,2,3,"521517_2016","writing",3.3,3.3,9.3,10.2,0.899999999999999,3.71878554700569,0.951045104510451
"521517",6,2016,"calc",5.3,1,2,3,"521517_2016","math",-0.7,-0.7,5.3,6.9,1.6,-0.281214452994313,0.951045104510451
"521517",6,2016,"comp",4.2,1,2,3,"521517_2016","composite",-1.8,-1.8,4.2,6.3,2.1,-1.38121445299431,0.951045104510451
"521517",6,2016,"psdi",3.2,1,2,3,"521517_2016","math",-2.8,-2.8,3.2,5,1.8,-2.38121445299431,0.951045104510451
"521517",6,2016,"mf",5.6,1,2,3,"521517_2016","math",-0.4,-0.4,5.6,8.3,2.7,0.0187855470056872,0.951045104510451
"522325",8,2023,"rc",6.9,1,1,1,"522325_2023","reading",-1.1,-1.1,6.9,7.7,0.8,-0.681214452994312,-1.04895489548955
"522325",8,2023,"lwid",7.6,1,1,1,"522325_2023","reading",-0.4,-0.4,7.6,8.3,0.700000000000001,0.0187855470056872,-1.04895489548955
"522325",8,2023,"wa",9.2,1,1,1,"522325_2023","reading",1.2,1.2,9.2,9.7,0.5,1.61878554700569,-1.04895489548955
"522325",8,2023,"rf",5.8,1,1,1,"522325_2023","reading",-2.2,-2.2,5.8,7.3,1.5,-1.78121445299431,-1.04895489548955
"522325",8,2023,"cap",NA,1,1,1,"522325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
"522325",8,2023,"ed",6.4,1,1,1,"522325_2023","other",-1.6,-1.6,6.4,8,1.6,-1.18121445299431,-1.04895489548955
"522325",8,2023,"ue",NA,1,1,1,"522325_2023","writing",NA,NA,NA,NA,NA,NA,-1.04895489548955
