id,grade,year_start,Measure,Score,Time
80810,8,2008,punc,12.9,2
80810,8,2008,ue,12.9,2
80810,8,2008,lang,11,2
80810,8,2008,wf,6.1,2
80810,8,2008,ws,10.9,2
80810,8,2008,ce,7.7,2
80810,8,2008,psdi,11.8,2
80810,8,2008,comp,2.8,2
80810,8,2008,maths,6.8,2
80810,8,2008,calc,8.1,2
80810,8,2008,mf,4.8,2
90810,4,2008,rc,4.1,1
90810,4,2008,lwid,3.1,1
90810,4,2008,wa,2.7,1
90810,4,2008,rf,3.2,1
90810,4,2008,cap,4.5,1
90810,4,2008,punc,2.7,1
90810,4,2008,ue,3.1,1
90810,4,2008,lang,3.4,1
90810,4,2008,wf,3,1
90810,4,2008,ws,2.3,1
90810,4,2008,ce,3.2,1
90810,4,2008,psdi,4.3,1
90810,4,2008,comp,3.3,1
90810,4,2008,maths,3.6,1
90810,4,2008,calc,4.1,1
90810,4,2008,mf,5.8,1
90810,4,2008,rc,6.1,2
90810,4,2008,lwid,4.1,2
90810,4,2008,wa,3.4,2
90810,4,2008,rf,6.1,2
90810,4,2008,cap,5.6,2
90810,4,2008,punc,5.4,2
90810,4,2008,ue,2.6,2
90810,4,2008,lang,4.5,2
90810,4,2008,wf,4.9,2
90810,4,2008,ws,5,2
90810,4,2008,ce,4.4,2
90810,4,2008,psdi,3.8,2
90810,4,2008,comp,4.2,2
90810,4,2008,maths,4.2,2
90810,4,2008,calc,4.1,2
90810,4,2008,mf,8.8,2
100810,8,2008,rc,3.9,1
100810,8,2008,lwid,9.8,1
100810,8,2008,wa,12.9,1
100810,8,2008,rf,10.2,1
100810,8,2008,cap,7.2,1
100810,8,2008,punc,12.9,1
100810,8,2008,ue,5.5,1
100810,8,2008,lang,8.6,1
100810,8,2008,wf,10.1,1
100810,8,2008,ws,8.9,1
100810,8,2008,ce,7.3,1
100810,8,2008,psdi,11,1
100810,8,2008,comp,6.3,1
100810,8,2008,maths,8,1
100810,8,2008,calc,9.7,1
100810,8,2008,mf,18,1
100810,8,2008,rc,7.5,2
100810,8,2008,lwid,10.4,2
100810,8,2008,wa,12.9,2
100810,8,2008,rf,12.9,2
100810,8,2008,cap,12.9,2
100810,8,2008,punc,12.9,2
100810,8,2008,ue,8.9,2
100810,8,2008,lang,11.6,2
100810,8,2008,wf,12.9,2
100810,8,2008,ws,9.4,2
100810,8,2008,ce,9,2
100810,8,2008,psdi,10,2
100810,8,2008,comp,9.1,2
100810,8,2008,maths,9.4,2
100810,8,2008,calc,12.2,2
100810,8,2008,mf,18,2
110810,6,2008,rc,5.5,1
110810,6,2008,lwid,5.6,1
110810,6,2008,wa,7.5,1
110810,6,2008,rf,5.8,1
110810,6,2008,cap,4,1
110810,6,2008,punc,4.2,1
110810,6,2008,ue,9.3,1
110810,6,2008,lang,5.8,1
110810,6,2008,wf,3.3,1
110810,6,2008,ws,5.1,1
110810,6,2008,ce,3.9,1
110810,6,2008,psdi,2.8,1
110810,6,2008,comp,3.4,1
110810,6,2008,maths,3.3,1
110810,6,2008,calc,4.5,1
110810,6,2008,mf,3.4,1
110810,6,2008,rc,4.3,2
110810,6,2008,lwid,6.4,2
110810,6,2008,wa,12.9,2
110810,6,2008,rf,6.7,2
110810,6,2008,cap,3,2
110810,6,2008,punc,4.2,2
110810,6,2008,ue,4.2,2
110810,6,2008,lang,3.8,2
110810,6,2008,wf,1.8,2
110810,6,2008,ws,2.3,2
110810,6,2008,ce,3.3,2
110810,6,2008,psdi,2.6,2
110810,6,2008,comp,4,2
110810,6,2008,maths,3.3,2
110810,6,2008,calc,4.4,2
110810,6,2008,mf,3.9,2
120810,8,2008,rc,3.8,1
120810,8,2008,lwid,4.8,1
120810,8,2008,wa,2.5,1
120810,8,2008,rf,11.2,1
120810,8,2008,cap,6.6,1
120810,8,2008,punc,4.9,1
120810,8,2008,ue,5.3,1
120810,8,2008,lang,5.6,1
120810,8,2008,wf,8.4,1
120810,8,2008,ws,6.5,1
120810,8,2008,ce,5.5,1
120810,8,2008,psdi,3,1
120810,8,2008,comp,4.6,1
120810,8,2008,maths,4.3,1
120810,8,2008,calc,4.9,1
120810,8,2008,mf,16.6,1
120810,8,2008,rc,4.9,2
120810,8,2008,lwid,6.4,2
120810,8,2008,wa,4.7,2
120810,8,2008,rf,12.6,2
120810,8,2008,cap,7.3,2
120810,8,2008,punc,7.6,2
120810,8,2008,ue,7.2,2
120810,8,2008,lang,7.4,2
120810,8,2008,wf,12.9,2
120810,8,2008,ws,6,2
120810,8,2008,ce,4.1,2
120810,8,2008,psdi,3.5,2
120810,8,2008,comp,6.6,2
120810,8,2008,maths,4.6,2
120810,8,2008,calc,5.7,2
120810,8,2008,mf,16.8,2
130810,4,2008,rc,2.9,1
130810,4,2008,lwid,2.3,1
130810,4,2008,wa,1,1
130810,4,2008,rf,3.2,1
130810,4,2008,cap,2.8,1
130810,4,2008,punc,2.7,1
130810,4,2008,ue,2.4,1
130810,4,2008,lang,2.6,1
130810,4,2008,wf,3.6,1
130810,4,2008,ws,3.7,1
130810,4,2008,ce,1.5,1
130810,4,2008,psdi,2.2,1
130810,4,2008,comp,2.3,1
130810,4,2008,maths,1.9,1
130810,4,2008,calc,2.9,1
130810,4,2008,mf,3.5,1
130810,4,2008,rc,4.5,2
130810,4,2008,lwid,2.8,2
130810,4,2008,wa,2.9,2
130810,4,2008,rf,4.6,2
130810,4,2008,cap,4.3,2
130810,4,2008,punc,3.2,2
130810,4,2008,ue,3.9,2
130810,4,2008,lang,3.8,2
130810,4,2008,wf,5.7,2
130810,4,2008,ws,3.7,2
130810,4,2008,ce,2.9,2
130810,4,2008,psdi,3.6,2
130810,4,2008,comp,2.8,2
130810,4,2008,maths,3.1,2
130810,4,2008,calc,4.1,2
130810,4,2008,mf,8.3,2
140810,6,2008,rc,4.9,1
140810,6,2008,lwid,4.8,1
140810,6,2008,wa,2.7,1
140810,6,2008,rf,9.2,1
140810,6,2008,cap,4.9,1
140810,6,2008,punc,3.9,1
140810,6,2008,ue,3.7,1
140810,6,2008,lang,4.2,1
140810,6,2008,wf,7.7,1
140810,6,2008,ws,4.3,1
140810,6,2008,ce,6.3,1
140810,6,2008,psdi,9.5,1
140810,6,2008,comp,5.1,1
140810,6,2008,maths,6.8,1
140810,6,2008,calc,6.7,1
140810,6,2008,mf,4.1,1
140810,6,2008,rc,6.6,2
140810,6,2008,lwid,4.1,2
140810,6,2008,wa,3.7,2
140810,6,2008,rf,9.3,2
140810,6,2008,cap,5.1,2
140810,6,2008,punc,6.1,2
140810,6,2008,ue,6.1,2
140810,6,2008,lang,5.8,2
140810,6,2008,wf,7.1,2
140810,6,2008,ws,9.7,2
140810,6,2008,ce,5.1,2
140810,6,2008,psdi,6.7,2
140810,6,2008,comp,9.5,2
140810,6,2008,maths,6.9,2
140810,6,2008,calc,9.8,2
140810,6,2008,mf,9.4,2
150810,7,2008,rc,10.6,1
150810,7,2008,lwid,7.1,1
150810,7,2008,wa,6.7,1
150810,7,2008,rf,7.4,1
150810,7,2008,cap,7.1,1
150810,7,2008,punc,12.9,1
150810,7,2008,ue,12.4,1
150810,7,2008,lang,10.8,1
150810,7,2008,wf,4.9,1
150810,7,2008,ws,11.9,1
150810,7,2008,ce,12.9,1
150810,7,2008,psdi,12.9,1
150810,7,2008,comp,12.8,1
150810,7,2008,maths,12.9,1
150810,7,2008,calc,12.9,1
150810,7,2008,mf,13,1
150810,7,2008,rc,12.9,2
150810,7,2008,lwid,8.5,2
150810,7,2008,wa,7.5,2
150810,7,2008,rf,10.9,2
150810,7,2008,cap,12.9,2
150810,7,2008,punc,12.9,2
150810,7,2008,ue,10,2
150810,7,2008,lang,12,2
150810,7,2008,wf,7.1,2
150810,7,2008,ws,12.7,2
150810,7,2008,ce,12.9,2
150810,7,2008,psdi,12.9,2
150810,7,2008,comp,12.9,2
150810,7,2008,maths,12.9,2
150810,7,2008,calc,18,2
150810,7,2008,mf,18,2
160810,6,2008,rc,2.4,1
160810,6,2008,lwid,2.6,1
160810,6,2008,wa,1.7,1
160810,6,2008,rf,3.7,1
160810,6,2008,cap,3.6,1
160810,6,2008,punc,4.9,1
160810,6,2008,ue,3.9,1
160810,6,2008,lang,4.1,1
160810,6,2008,wf,3.9,1
160810,6,2008,ws,3.7,1
160810,6,2008,ce,2.7,1
160810,6,2008,psdi,3.8,1
160810,6,2008,comp,4.1,1
160810,6,2008,maths,3.5,1
160810,6,2008,calc,4.9,1
160810,6,2008,mf,4.2,1
160810,6,2008,rc,5.1,2
160810,6,2008,lwid,3.1,2
160810,6,2008,wa,2.6,2
160810,6,2008,rf,5.2,2
160810,6,2008,cap,7,2
160810,6,2008,punc,3.5,2
160810,6,2008,ue,4.4,2
160810,6,2008,lang,5,2
160810,6,2008,wf,3.9,2
160810,6,2008,ws,5,2
160810,6,2008,ce,3.6,2
160810,6,2008,psdi,4.4,2
160810,6,2008,comp,4.9,2
160810,6,2008,maths,4.3,2
160810,6,2008,calc,5.7,2
160810,6,2008,mf,5.2,2
170810,7,2008,rc,3.5,1
170810,7,2008,lwid,4.8,1
170810,7,2008,wa,2.7,1
170810,7,2008,rf,3,1
170810,7,2008,cap,7.1,1
170810,7,2008,punc,6.6,1
170810,7,2008,ue,7.2,1
170810,7,2008,lang,7,1
170810,7,2008,wf,4.6,1
170810,7,2008,ws,8.3,1
170810,7,2008,ce,5.9,1
170810,7,2008,psdi,8.5,1
170810,7,2008,comp,3.4,1
170810,7,2008,maths,5.7,1
170810,7,2008,calc,6.7,1
170810,7,2008,mf,6.3,1
170810,7,2008,rc,8.6,2
170810,7,2008,lwid,7.2,2
170810,7,2008,wa,4,2
170810,7,2008,rf,5,2
170810,7,2008,cap,7.6,2
170810,7,2008,punc,7.6,2
170810,7,2008,ue,7.6,2
170810,7,2008,lang,7.6,2
170810,7,2008,wf,5.7,2
170810,7,2008,ws,9.7,2
170810,7,2008,ce,7.3,2
170810,7,2008,psdi,8.3,2
170810,7,2008,comp,7.9,2
170810,7,2008,maths,7.9,2
170810,7,2008,calc,8.1,2
170810,7,2008,mf,6.4,2
180810,6,2008,rc,12.9,1
180810,6,2008,lwid,10.6,1
180810,6,2008,wa,6.1,1
180810,6,2008,rf,12.9,1
180810,6,2008,cap,12.9,1
180810,6,2008,punc,12.9,1
180810,6,2008,ue,12.9,1
180810,6,2008,lang,12.9,1
180810,6,2008,wf,3.3,1
180810,6,2008,ws,8.9,1
180810,6,2008,ce,12.2,1
180810,6,2008,psdi,12.1,1
180810,6,2008,comp,5.4,1
180810,6,2008,maths,9.2,1
180810,6,2008,calc,8,1
180810,6,2008,mf,4.5,1
180810,6,2008,rc,10.3,2
180810,6,2008,lwid,9.1,2
180810,6,2008,wa,12.9,2
180810,6,2008,rf,12.9,2
180810,6,2008,cap,12.9,2
180810,6,2008,punc,12.9,2
180810,6,2008,ue,12.9,2
180810,6,2008,lang,12.9,2
180810,6,2008,wf,7.7,2
180810,6,2008,ws,12.9,2
180810,6,2008,ce,12.9,2
180810,6,2008,psdi,12.9,2
180810,6,2008,comp,6.2,2
180810,6,2008,maths,10.2,2
180810,6,2008,calc,18,2
180810,6,2008,mf,5.8,2
190810,6,2008,rc,4.1,1
190810,6,2008,lwid,5.1,1
190810,6,2008,wa,2.7,1
190810,6,2008,rf,3,1
190810,6,2008,cap,2.2,1
190810,6,2008,punc,2,1
190810,6,2008,ue,6,1
190810,6,2008,lang,3.4,1
190810,6,2008,wf,3.9,1
190810,6,2008,ws,7,1
190810,6,2008,ce,4.1,1
190810,6,2008,psdi,4.3,1
190810,6,2008,comp,1.9,1
190810,6,2008,maths,3.4,1
190810,6,2008,calc,4.1,1
190810,6,2008,mf,3.2,1
190810,6,2008,rc,8.3,2
190810,6,2008,lwid,5.8,2
190810,6,2008,wa,5.1,2
190810,6,2008,rf,5.2,2
190810,6,2008,cap,5.1,2
190810,6,2008,punc,3.7,2
190810,6,2008,ue,9,2
190810,6,2008,lang,5.9,2
190810,6,2008,wf,5.3,2
190810,6,2008,ws,8.1,2
190810,6,2008,ce,5.7,2
190810,6,2008,psdi,5.6,2
190810,6,2008,comp,5.6,2
190810,6,2008,maths,5.7,2
190810,6,2008,calc,8.1,2
190810,6,2008,mf,6.3,2
200810,5,2008,rc,3.4,1
200810,5,2008,lwid,3.8,1
200810,5,2008,wa,3.3,1
200810,5,2008,rf,4.1,1
200810,5,2008,cap,2.6,1
200810,5,2008,punc,2.1,1
200810,5,2008,ue,3.6,1
200810,5,2008,lang,2.8,1
200810,5,2008,wf,4.2,1
200810,5,2008,ws,2.3,1
200810,5,2008,ce,2.3,1
200810,5,2008,psdi,2.9,1
200810,5,2008,comp,2.2,1
200810,5,2008,maths,2.4,1
200810,5,2008,calc,3.8,1
200810,5,2008,mf,2.3,1
200810,5,2008,rc,6.3,2
200810,5,2008,lwid,4.1,2
200810,5,2008,wa,5.6,2
200810,5,2008,rf,7.8,2
200810,5,2008,cap,6.8,2
200810,5,2008,punc,3.1,2
200810,5,2008,ue,5.5,2
200810,5,2008,lang,5.1,2
200810,5,2008,wf,5.7,2
200810,5,2008,ws,5,2
200810,5,2008,ce,5.2,2
200810,5,2008,psdi,5.9,2
200810,5,2008,comp,2.9,2
200810,5,2008,maths,4.6,2
200810,5,2008,calc,4.4,2
200810,5,2008,mf,5.3,2
210810,7,2008,rc,5.3,1
210810,7,2008,lwid,5.9,1
210810,7,2008,wa,4.3,1
210810,7,2008,rf,12.9,1
210810,7,2008,cap,12.9,1
210810,7,2008,punc,8.1,1
210810,7,2008,ue,5.6,1
210810,7,2008,lang,8.9,1
210810,7,2008,wf,4.2,1
210810,7,2008,ws,7,1
210810,7,2008,ce,2.9,1
210810,7,2008,psdi,3.4,1
210810,7,2008,comp,6.5,1
210810,7,2008,maths,4.2,1
210810,7,2008,calc,6.7,1
210810,7,2008,mf,9.5,1
210810,7,2008,rc,6,2
210810,7,2008,lwid,4.7,2
210810,7,2008,wa,5.6,2
210810,7,2008,rf,12.9,2
210810,7,2008,cap,12.6,2
210810,7,2008,punc,5.6,2
210810,7,2008,ue,3.7,2
210810,7,2008,lang,7.3,2
210810,7,2008,wf,10.1,2
210810,7,2008,ws,9.7,2
210810,7,2008,ce,3.2,2
210810,7,2008,psdi,5.2,2
210810,7,2008,comp,4.7,2
210810,7,2008,maths,4.4,2
210810,7,2008,calc,6.2,2
210810,7,2008,mf,13.6,2
220810,9,2008,rc,6.5,1
220810,9,2008,lwid,6.3,1
220810,9,2008,wa,5.1,1
220810,9,2008,rf,12.9,1
220810,9,2008,cap,10.7,1
220810,9,2008,punc,5.3,1
220810,9,2008,ue,5.6,1
220810,9,2008,lang,7.2,1
220810,9,2008,wf,7.1,1
220810,9,2008,ws,4.1,1
220810,9,2008,ce,3.5,1
220810,9,2008,psdi,5.3,1
220810,9,2008,comp,6.9,1
220810,9,2008,maths,5.2,1
220810,9,2008,calc,6.2,1
220810,9,2008,mf,13,1
220810,9,2008,rc,7.8,2
220810,9,2008,lwid,7.6,2
220810,9,2008,wa,6.1,2
220810,9,2008,rf,12.9,2
220810,9,2008,cap,7.9,2
220810,9,2008,punc,5.2,2
220810,9,2008,ue,4,2
220810,9,2008,lang,5.7,2
220810,9,2008,wf,10.1,2
220810,9,2008,ws,5,2
220810,9,2008,ce,2.5,2
220810,9,2008,psdi,5.2,2
220810,9,2008,comp,6.6,2
220810,9,2008,maths,4.6,2
220810,9,2008,calc,5.7,2
220810,9,2008,mf,16.8,2
230810,8,2008,rc,12.9,1
230810,8,2008,lwid,8.5,1
230810,8,2008,wa,4.7,1
230810,8,2008,rf,10.4,1
230810,8,2008,cap,6.1,1
230810,8,2008,punc,7.6,1
230810,8,2008,ue,10.5,1
230810,8,2008,lang,8.1,1
230810,8,2008,wf,6.6,1
230810,8,2008,ws,11.9,1
230810,8,2008,ce,4.9,1
230810,8,2008,psdi,8.8,1
230810,8,2008,comp,6.3,1
230810,8,2008,maths,6.5,1
230810,8,2008,calc,6.2,1
230810,8,2008,mf,7.2,1
230810,8,2008,rc,12.9,2
230810,8,2008,lwid,10.4,2
230810,8,2008,wa,6.1,2
230810,8,2008,rf,12.9,2
230810,8,2008,cap,11.9,2
230810,8,2008,punc,12.2,2
230810,8,2008,ue,12.9,2
230810,8,2008,lang,12.4,2
230810,8,2008,wf,8.4,2
230810,8,2008,ws,7.6,2
230810,8,2008,ce,5,2
230810,8,2008,psdi,6.7,2
230810,8,2008,comp,7.5,2
230810,8,2008,maths,6.3,2
230810,8,2008,calc,6.7,2
230810,8,2008,mf,12.9,2
240810,7,2008,rc,6.5,1
240810,7,2008,lwid,6.7,1
240810,7,2008,wa,5.5,1
240810,7,2008,rf,5.8,1
240810,7,2008,cap,3.3,1
240810,7,2008,punc,4.9,1
240810,7,2008,ue,7.2,1
240810,7,2008,lang,5.1,1
240810,7,2008,wf,3.9,1
240810,7,2008,ws,6.5,1
240810,7,2008,ce,3.2,1
240810,7,2008,psdi,5,1
240810,7,2008,comp,2.9,1
240810,7,2008,maths,3.6,1
240810,7,2008,calc,2.6,1
240810,7,2008,mf,5.7,1
240810,7,2008,rc,6.5,2
240810,7,2008,lwid,7.6,2
240810,7,2008,wa,6.8,2
240810,7,2008,rf,9.3,2
240810,7,2008,cap,4,2
240810,7,2008,punc,6,2
240810,7,2008,ue,5.7,2
240810,7,2008,lang,5.2,2
240810,7,2008,wf,4.2,2
240810,7,2008,ws,7.6,2
240810,7,2008,ce,5.4,2
240810,7,2008,psdi,4.5,2
240810,7,2008,comp,4.4,2
240810,7,2008,maths,4.7,2
240810,7,2008,calc,5.7,2
240810,7,2008,mf,10.2,2
250810,6,2008,rc,3.4,1
250810,6,2008,lwid,5.6,1
250810,6,2008,wa,6.1,1
250810,6,2008,rf,5,1
250810,6,2008,cap,7.5,1
250810,6,2008,punc,6.5,1
250810,6,2008,ue,2.6,1
250810,6,2008,lang,5.5,1
250810,6,2008,wf,6.6,1
250810,6,2008,ws,9.9,1
250810,6,2008,ce,3.7,1
250810,6,2008,psdi,2.8,1
250810,6,2008,comp,3.8,1
250810,6,2008,maths,3.4,1
250810,6,2008,calc,7.3,1
250810,6,2008,mf,10.7,1
250810,6,2008,rc,5.9,2
250810,6,2008,lwid,8,2
250810,6,2008,wa,6.8,2
250810,6,2008,rf,8,2
250810,6,2008,cap,5.6,2
250810,6,2008,punc,5,2
250810,6,2008,ue,3.7,2
250810,6,2008,lang,4.8,2
250810,6,2008,wf,7.1,2
250810,6,2008,ws,8.1,2
250810,6,2008,ce,3,2
250810,6,2008,psdi,3.4,2
250810,6,2008,comp,7.4,2
250810,6,2008,maths,4.4,2
250810,6,2008,calc,8.9,2
250810,6,2008,mf,18,2
260810,4,2008,rc,2.5,1
260810,4,2008,lwid,NA,1
260810,4,2008,wa,NA,1
260810,4,2008,rf,NA,1
260810,4,2008,cap,1.4,1
260810,4,2008,punc,1.5,1
260810,4,2008,ue,1.6,1
260810,4,2008,lang,1.5,1
260810,4,2008,wf,NA,1
260810,4,2008,ws,NA,1
260810,4,2008,ce,3,1
260810,4,2008,psdi,2.5,1
260810,4,2008,comp,3.3,1
260810,4,2008,maths,2.9,1
260810,4,2008,calc,NA,1
260810,4,2008,mf,NA,1
260810,4,2008,rc,3.1,2
260810,4,2008,lwid,2,2
260810,4,2008,wa,1.9,2
260810,4,2008,rf,2.6,2
260810,4,2008,cap,1.3,2
260810,4,2008,punc,1.8,2
260810,4,2008,ue,3,2
260810,4,2008,lang,2,2
