id,grade,year_start,Measure,Score,Time
192325,8,2023,wf,3.7,1
192325,8,2023,ws,NA,1
192325,8,2023,ce,NA,1
192325,8,2023,psdi,NA,1
192325,8,2023,comp,4.8,1
192325,8,2023,maths,7.1,1
192325,8,2023,calc,3.8,1
192325,8,2023,mf,4.7,1
192325,8,2023,rc,8,2
192325,8,2023,lwid,12.2,2
192325,8,2023,wa,8.1,2
192325,8,2023,rf,5.6,2
192325,8,2023,cap,NA,2
192325,8,2023,punc,NA,2
192325,8,2023,ue,NA,2
192325,8,2023,lang,NA,2
192325,8,2023,wf,6.3,2
192325,8,2023,ws,NA,2
192325,8,2023,ce,NA,2
192325,8,2023,psdi,NA,2
192325,8,2023,comp,5.7,2
192325,8,2023,maths,7.5,2
192325,8,2023,calc,5.3,2
192325,8,2023,mf,6.5,2
612325,8,2023,rc,6.8,1
612325,8,2023,lwid,6.5,1
612325,8,2023,wa,9.2,1
612325,8,2023,rf,6.8,1
612325,8,2023,cap,NA,1
612325,8,2023,punc,NA,1
612325,8,2023,ue,NA,1
612325,8,2023,lang,NA,1
612325,8,2023,wf,7.8,1
612325,8,2023,ws,NA,1
612325,8,2023,ce,NA,1
612325,8,2023,psdi,NA,1
612325,8,2023,comp,6.6,1
612325,8,2023,maths,7,1
612325,8,2023,calc,6.1,1
612325,8,2023,mf,8.8,1
612325,8,2023,rc,9.3,2
612325,8,2023,lwid,8.3,2
612325,8,2023,wa,NA,2
612325,8,2023,rf,11,2
612325,8,2023,cap,NA,2
612325,8,2023,punc,NA,2
612325,8,2023,ue,NA,2
612325,8,2023,lang,NA,2
612325,8,2023,wf,8.8,2
612325,8,2023,ws,NA,2
612325,8,2023,ce,NA,2
612325,8,2023,psdi,NA,2
612325,8,2023,comp,8,2
612325,8,2023,maths,7.1,2
612325,8,2023,calc,NA,2
612325,8,2023,mf,NA,2
1112325,6,2023,rc,8.9,1
1112325,6,2023,lwid,7.6,1
1112325,6,2023,wa,5.5,1
1112325,6,2023,rf,4.9,1
1112325,6,2023,cap,NA,1
1112325,6,2023,punc,NA,1
1112325,6,2023,ue,NA,1
1112325,6,2023,lang,NA,1
1112325,6,2023,wf,2.5,1
1112325,6,2023,ws,NA,1
1112325,6,2023,ce,NA,1
1112325,6,2023,psdi,NA,1
1112325,6,2023,comp,4.7,1
1112325,6,2023,maths,6,1
1112325,6,2023,calc,5.3,1
1112325,6,2023,mf,3.4,1
1112325,6,2023,rc,9.9,2
1112325,6,2023,lwid,8.3,2
1112325,6,2023,wa,10.2,2
1112325,6,2023,rf,7.1,2
1112325,6,2023,cap,NA,2
1112325,6,2023,punc,NA,2
1112325,6,2023,ue,NA,2
1112325,6,2023,lang,NA,2
1112325,6,2023,wf,5,2
1112325,6,2023,ws,NA,2
1112325,6,2023,ce,NA,2
1112325,6,2023,psdi,NA,2
1112325,6,2023,comp,5.7,2
1112325,6,2023,maths,6.2,2
1112325,6,2023,calc,7.1,2
1112325,6,2023,mf,9.3,2
1332325,6,2023,rc,NA,1
1332325,6,2023,lwid,NA,1
1332325,6,2023,wa,NA,1
1332325,6,2023,rf,NA,1
1332325,6,2023,cap,NA,1
1332325,6,2023,punc,NA,1
1332325,6,2023,ue,NA,1
1332325,6,2023,lang,NA,1
1332325,6,2023,wf,NA,1
1332325,6,2023,ws,NA,1
1332325,6,2023,ce,NA,1
1332325,6,2023,psdi,NA,1
1332325,6,2023,comp,NA,1
1332325,6,2023,maths,NA,1
1332325,6,2023,calc,NA,1
1332325,6,2023,mf,NA,1
1332325,6,2023,rc,NA,2
1332325,6,2023,lwid,NA,2
1332325,6,2023,wa,NA,2
1332325,6,2023,rf,NA,2
1332325,6,2023,cap,NA,2
1332325,6,2023,punc,NA,2
1332325,6,2023,ue,NA,2
1332325,6,2023,lang,NA,2
1332325,6,2023,wf,NA,2
1332325,6,2023,ws,NA,2
1332325,6,2023,ce,NA,2
1332325,6,2023,psdi,NA,2
1332325,6,2023,comp,NA,2
1332325,6,2023,maths,NA,2
1332325,6,2023,calc,NA,2
1332325,6,2023,mf,NA,2
1102325,6,2023,rc,1.3,1
1102325,6,2023,lwid,3,1
1102325,6,2023,wa,4,1
1102325,6,2023,rf,2,1
1102325,6,2023,cap,NA,1
1102325,6,2023,punc,NA,1
1102325,6,2023,ue,NA,1
1102325,6,2023,lang,NA,1
1102325,6,2023,wf,1.1,1
1102325,6,2023,ws,NA,1
1102325,6,2023,ce,NA,1
1102325,6,2023,psdi,NA,1
1102325,6,2023,comp,2.8,1
1102325,6,2023,maths,1.5,1
1102325,6,2023,calc,1.6,1
1102325,6,2023,mf,NA,1
1102325,6,2023,rc,2.9,2
1102325,6,2023,lwid,5.3,2
1102325,6,2023,wa,6.7,2
1102325,6,2023,rf,2.6,2
1102325,6,2023,cap,NA,2
1102325,6,2023,punc,NA,2
1102325,6,2023,ue,NA,2
1102325,6,2023,lang,NA,2
1102325,6,2023,wf,3.7,2
1102325,6,2023,ws,NA,2
1102325,6,2023,ce,NA,2
1102325,6,2023,psdi,NA,2
1102325,6,2023,comp,3.5,2
1102325,6,2023,maths,2.6,2
1102325,6,2023,calc,4.3,2
1102325,6,2023,mf,2.9,2
1132325,8,2023,rc,13,1
1132325,8,2023,lwid,9.6,1
1132325,8,2023,wa,NA,1
1132325,8,2023,rf,NA,1
1132325,8,2023,cap,NA,1
1132325,8,2023,punc,NA,1
1132325,8,2023,ue,NA,1
1132325,8,2023,lang,NA,1
1132325,8,2023,wf,11,1
1132325,8,2023,ws,NA,1
1132325,8,2023,ce,NA,1
1132325,8,2023,psdi,NA,1
1132325,8,2023,comp,6.6,1
1132325,8,2023,maths,6.2,1
1132325,8,2023,calc,NA,1
1132325,8,2023,mf,5.9,1
1132325,8,2023,rc,NA,2
1132325,8,2023,lwid,NA,2
1132325,8,2023,wa,NA,2
1132325,8,2023,rf,NA,2
1132325,8,2023,cap,NA,2
1132325,8,2023,punc,NA,2
1132325,8,2023,ue,NA,2
1132325,8,2023,lang,NA,2
1132325,8,2023,wf,NA,2
1132325,8,2023,ws,NA,2
1132325,8,2023,ce,NA,2
1132325,8,2023,psdi,NA,2
1132325,8,2023,comp,NA,2
1132325,8,2023,maths,11.4,2
1132325,8,2023,calc,NA,2
1132325,8,2023,mf,NA,2
322325,7,2023,rc,3.8,1
322325,7,2023,lwid,6,1
322325,7,2023,wa,5.5,1
322325,7,2023,rf,4.3,1
322325,7,2023,cap,NA,1
322325,7,2023,punc,NA,1
322325,7,2023,ue,NA,1
322325,7,2023,lang,NA,1
322325,7,2023,wf,4.6,1
322325,7,2023,ws,NA,1
322325,7,2023,ce,NA,1
322325,7,2023,psdi,NA,1
322325,7,2023,comp,3.8,1
322325,7,2023,maths,4.5,1
322325,7,2023,calc,6.5,1
322325,7,2023,mf,5,1
322325,7,2023,rc,5.2,2
322325,7,2023,lwid,7.1,2
322325,7,2023,wa,8.1,2
322325,7,2023,rf,7.3,2
322325,7,2023,cap,NA,2
322325,7,2023,punc,NA,2
322325,7,2023,ue,NA,2
322325,7,2023,lang,NA,2
322325,7,2023,wf,8.8,2
322325,7,2023,ws,NA,2
322325,7,2023,ce,NA,2
322325,7,2023,psdi,NA,2
322325,7,2023,comp,5.9,2
322325,7,2023,maths,8.3,2
322325,7,2023,calc,8.4,2
322325,7,2023,mf,NA,2
682325,7,2023,rc,6.4,1
682325,7,2023,lwid,9.6,1
682325,7,2023,wa,12.4,1
682325,7,2023,rf,6,1
682325,7,2023,cap,NA,1
682325,7,2023,punc,NA,1
682325,7,2023,ue,NA,1
682325,7,2023,lang,NA,1
682325,7,2023,wf,7.8,1
682325,7,2023,ws,NA,1
682325,7,2023,ce,NA,1
682325,7,2023,psdi,NA,1
682325,7,2023,comp,6.7,1
682325,7,2023,maths,5.5,1
682325,7,2023,calc,7,1
682325,7,2023,mf,NA,1
682325,7,2023,rc,7.2,2
682325,7,2023,lwid,9.7,2
682325,7,2023,wa,NA,2
682325,7,2023,rf,7.8,2
682325,7,2023,cap,NA,2
682325,7,2023,punc,NA,2
682325,7,2023,ue,NA,2
682325,7,2023,lang,NA,2
682325,7,2023,wf,8.8,2
682325,7,2023,ws,NA,2
682325,7,2023,ce,NA,2
682325,7,2023,psdi,NA,2
682325,7,2023,comp,7.9,2
682325,7,2023,maths,6.8,2
682325,7,2023,calc,7.7,2
682325,7,2023,mf,NA,2
252325,4,2023,rc,7.5,1
252325,4,2023,lwid,10.6,1
252325,4,2023,wa,NA,1
252325,4,2023,rf,9.6,1
252325,4,2023,cap,NA,1
252325,4,2023,punc,NA,1
252325,4,2023,ue,NA,1
252325,4,2023,lang,NA,1
252325,4,2023,wf,5.6,1
252325,4,2023,ws,NA,1
252325,4,2023,ce,NA,1
252325,4,2023,psdi,NA,1
252325,4,2023,comp,3.9,1
252325,4,2023,maths,4.1,1
252325,4,2023,calc,3.3,1
252325,4,2023,mf,4.1,1
252325,4,2023,rc,12.6,2
252325,4,2023,lwid,NA,2
252325,4,2023,wa,NA,2
252325,4,2023,rf,NA,2
252325,4,2023,cap,NA,2
252325,4,2023,punc,NA,2
252325,4,2023,ue,NA,2
252325,4,2023,lang,NA,2
252325,4,2023,wf,7.8,2
252325,4,2023,ws,NA,2
252325,4,2023,ce,NA,2
252325,4,2023,psdi,NA,2
252325,4,2023,comp,5.1,2
252325,4,2023,maths,7.4,2
252325,4,2023,calc,6.2,2
252325,4,2023,mf,9,2
352325,6,2023,rc,5.9,1
352325,6,2023,lwid,7,1
352325,6,2023,wa,7.6,1
352325,6,2023,rf,4.1,1
352325,6,2023,cap,NA,1
352325,6,2023,punc,NA,1
352325,6,2023,ue,NA,1
352325,6,2023,lang,NA,1
352325,6,2023,wf,2.5,1
352325,6,2023,ws,NA,1
352325,6,2023,ce,NA,1
352325,6,2023,psdi,NA,1
352325,6,2023,comp,5.6,1
352325,6,2023,maths,4.5,1
352325,6,2023,calc,3.6,1
352325,6,2023,mf,3.1,1
352325,6,2023,rc,6.5,2
352325,6,2023,lwid,7.7,2
352325,6,2023,wa,8.3,2
352325,6,2023,rf,6.6,2
352325,6,2023,cap,NA,2
352325,6,2023,punc,NA,2
352325,6,2023,ue,NA,2
352325,6,2023,lang,NA,2
352325,6,2023,wf,4.1,2
352325,6,2023,ws,NA,2
352325,6,2023,ce,NA,2
352325,6,2023,psdi,NA,2
352325,6,2023,comp,6.8,2
352325,6,2023,maths,6.6,2
352325,6,2023,calc,6.2,2
352325,6,2023,mf,9,2
122325,3,2023,rc,2.2,1
122325,3,2023,lwid,2.3,1
122325,3,2023,wa,3.1,1
122325,3,2023,rf,2.6,1
122325,3,2023,cap,NA,1
122325,3,2023,punc,NA,1
122325,3,2023,ue,NA,1
122325,3,2023,lang,NA,1
122325,3,2023,wf,3.3,1
122325,3,2023,ws,NA,1
122325,3,2023,ce,NA,1
122325,3,2023,psdi,NA,1
122325,3,2023,comp,2.6,1
122325,3,2023,maths,2.2,1
122325,3,2023,calc,3.1,1
122325,3,2023,mf,2.9,1
122325,3,2023,rc,3.4,2
122325,3,2023,lwid,4.1,2
122325,3,2023,wa,4.9,2
122325,3,2023,rf,4.1,2
122325,3,2023,cap,NA,2
122325,3,2023,punc,NA,2
122325,3,2023,ue,NA,2
122325,3,2023,lang,NA,2
122325,3,2023,wf,4.6,2
122325,3,2023,ws,NA,2
122325,3,2023,ce,NA,2
122325,3,2023,psdi,NA,2
122325,3,2023,comp,3.7,2
122325,3,2023,maths,3.3,2
122325,3,2023,calc,4.6,2
122325,3,2023,mf,5.9,2
1222325,3,2023,rc,6.9,1
1222325,3,2023,lwid,7,1
1222325,3,2023,wa,6.4,1
1222325,3,2023,rf,4,1
1222325,3,2023,cap,NA,1
1222325,3,2023,punc,NA,1
1222325,3,2023,ue,NA,1
1222325,3,2023,lang,NA,1
1222325,3,2023,wf,3.7,1
1222325,3,2023,ws,NA,1
1222325,3,2023,ce,NA,1
1222325,3,2023,psdi,NA,1
1222325,3,2023,comp,3.5,1
1222325,3,2023,maths,4.3,1
1222325,3,2023,calc,4.1,1
1222325,3,2023,mf,4.1,1
1222325,3,2023,rc,7,2
1222325,3,2023,lwid,8.3,2
1222325,3,2023,wa,10.2,2
1222325,3,2023,rf,6.4,2
1222325,3,2023,cap,NA,2
1222325,3,2023,punc,NA,2
1222325,3,2023,ue,NA,2
1222325,3,2023,lang,NA,2
1222325,3,2023,wf,5,2
1222325,3,2023,ws,NA,2
1222325,3,2023,ce,NA,2
1222325,3,2023,psdi,NA,2
1222325,3,2023,comp,5.7,2
1222325,3,2023,maths,5.2,2
1222325,3,2023,calc,7.1,2
1222325,3,2023,mf,5.2,2
292325,8,2023,rc,12.8,1
292325,8,2023,lwid,10.6,1
292325,8,2023,wa,NA,1
292325,8,2023,rf,7.3,1
292325,8,2023,cap,NA,1
292325,8,2023,punc,NA,1
292325,8,2023,ue,NA,1
292325,8,2023,lang,NA,1
292325,8,2023,wf,11,1
292325,8,2023,ws,NA,1
292325,8,2023,ce,NA,1
292325,8,2023,psdi,NA,1
292325,8,2023,comp,7.3,1
292325,8,2023,maths,6.9,1
292325,8,2023,calc,6.5,1
292325,8,2023,mf,9.5,1
292325,8,2023,rc,NA,2
292325,8,2023,lwid,NA,2
292325,8,2023,wa,NA,2
292325,8,2023,rf,NA,2
292325,8,2023,cap,NA,2
292325,8,2023,punc,NA,2
292325,8,2023,ue,NA,2
292325,8,2023,lang,NA,2
292325,8,2023,wf,NA,2
292325,8,2023,ws,NA,2
292325,8,2023,ce,NA,2
292325,8,2023,psdi,NA,2
292325,8,2023,comp,NA,2
292325,8,2023,maths,NA,2
292325,8,2023,calc,NA,2
292325,8,2023,mf,NA,2
12325,6,2023,rc,4.3,1
12325,6,2023,lwid,4.5,1
12325,6,2023,wa,2.8,1
12325,6,2023,rf,4.6,1
12325,6,2023,cap,NA,1
12325,6,2023,punc,NA,1
12325,6,2023,ue,NA,1
12325,6,2023,lang,NA,1
12325,6,2023,wf,1.9,1
12325,6,2023,ws,NA,1
12325,6,2023,ce,NA,1
12325,6,2023,psdi,NA,1
12325,6,2023,comp,2.3,1
12325,6,2023,maths,1.9,1
12325,6,2023,calc,3.3,1
12325,6,2023,mf,3.1,1
12325,6,2023,rc,5.3,2
12325,6,2023,lwid,5.3,2
12325,6,2023,wa,4.9,2
12325,6,2023,rf,4.9,2
12325,6,2023,cap,NA,2
12325,6,2023,punc,NA,2
12325,6,2023,ue,NA,2
12325,6,2023,lang,NA,2
12325,6,2023,wf,4.6,2
12325,6,2023,ws,NA,2
12325,6,2023,ce,NA,2
12325,6,2023,psdi,NA,2
12325,6,2023,comp,3.5,2
12325,6,2023,maths,4.1,2
12325,6,2023,calc,5.3,2
12325,6,2023,mf,5.5,2
1082325,8,2023,rc,11.1,1
1082325,8,2023,lwid,NA,1
1082325,8,2023,wa,NA,1
1082325,8,2023,rf,NA,1
1082325,8,2023,cap,NA,1
1082325,8,2023,punc,NA,1
1082325,8,2023,ue,NA,1
1082325,8,2023,lang,NA,1
1082325,8,2023,wf,NA,1
1082325,8,2023,ws,NA,1
1082325,8,2023,ce,NA,1
1082325,8,2023,psdi,NA,1
1082325,8,2023,comp,10.1,1
1082325,8,2023,maths,9.5,1
1082325,8,2023,calc,NA,1
1082325,8,2023,mf,NA,1
1082325,8,2023,rc,11.6,2
1082325,8,2023,lwid,NA,2
1082325,8,2023,wa,NA,2
1082325,8,2023,rf,NA,2
1082325,8,2023,cap,NA,2
1082325,8,2023,punc,NA,2
1082325,8,2023,ue,NA,2
1082325,8,2023,lang,NA,2
1082325,8,2023,wf,NA,2
1082325,8,2023,ws,NA,2
1082325,8,2023,ce,NA,2
1082325,8,2023,psdi,NA,2
1082325,8,2023,comp,NA,2
1082325,8,2023,maths,10.1,2
1082325,8,2023,calc,NA,2
1082325,8,2023,mf,NA,2
92325,7,2023,rc,13,1
92325,7,2023,lwid,NA,1
92325,7,2023,wa,NA,1
92325,7,2023,rf,NA,1
92325,7,2023,cap,NA,1
92325,7,2023,punc,NA,1
92325,7,2023,ue,NA,1
92325,7,2023,lang,NA,1
92325,7,2023,wf,NA,1
92325,7,2023,ws,NA,1
92325,7,2023,ce,NA,1
92325,7,2023,psdi,NA,1
92325,7,2023,comp,13,1
92325,7,2023,maths,13,1
92325,7,2023,calc,NA,1
92325,7,2023,mf,NA,1
92325,7,2023,rc,13,2
92325,7,2023,lwid,NA,2
92325,7,2023,wa,NA,2
92325,7,2023,rf,NA,2
92325,7,2023,cap,NA,2
92325,7,2023,punc,NA,2
92325,7,2023,ue,NA,2
92325,7,2023,lang,NA,2
92325,7,2023,wf,NA,2
92325,7,2023,ws,NA,2
92325,7,2023,ce,NA,2
92325,7,2023,psdi,NA,2
92325,7,2023,comp,13,2
92325,7,2023,maths,13,2
92325,7,2023,calc,NA,2
92325,7,2023,mf,NA,2
302325,6,2023,rc,5.9,1
302325,6,2023,lwid,7.6,1
302325,6,2023,wa,12.4,1
302325,6,2023,rf,6.4,1
302325,6,2023,cap,NA,1
302325,6,2023,punc,NA,1
302325,6,2023,ue,NA,1
302325,6,2023,lang,NA,1
302325,6,2023,wf,5.6,1
302325,6,2023,ws,NA,1
302325,6,2023,ce,NA,1
302325,6,2023,psdi,NA,1
302325,6,2023,comp,6,1
302325,6,2023,maths,5.2,1
302325,6,2023,calc,5.7,1
302325,6,2023,mf,6.7,1
302325,6,2023,rc,7.4,2
302325,6,2023,lwid,8.3,2
302325,6,2023,wa,NA,2
302325,6,2023,rf,6.8,2
302325,6,2023,cap,NA,2
302325,6,2023,punc,NA,2
302325,6,2023,ue,NA,2
302325,6,2023,lang,NA,2
302325,6,2023,wf,7.8,2
302325,6,2023,ws,NA,2
302325,6,2023,ce,NA,2
302325,6,2023,psdi,NA,2
302325,6,2023,comp,7,2
302325,6,2023,maths,6.5,2
302325,6,2023,calc,6.6,2
302325,6,2023,mf,7.8,2
372325,5,2023,rc,4.5,1
372325,5,2023,lwid,6,1
372325,5,2023,wa,9.2,1
372325,5,2023,rf,4.5,1
372325,5,2023,cap,NA,1
372325,5,2023,punc,NA,1
372325,5,2023,ue,NA,1
372325,5,2023,lang,NA,1
372325,5,2023,wf,4.1,1
372325,5,2023,ws,NA,1
372325,5,2023,ce,NA,1
372325,5,2023,psdi,NA,1
372325,5,2023,comp,3.2,1
372325,5,2023,maths,3.3,1
372325,5,2023,calc,4.4,1
372325,5,2023,mf,5,1
372325,5,2023,rc,5.7,2
372325,5,2023,lwid,7.7,2
372325,5,2023,wa,8.1,2
372325,5,2023,rf,7.6,2
372325,5,2023,cap,NA,2
372325,5,2023,punc,NA,2
372325,5,2023,ue,NA,2
372325,5,2023,lang,NA,2
372325,5,2023,wf,6.3,2
372325,5,2023,ws,NA,2
372325,5,2023,ce,NA,2
372325,5,2023,psdi,NA,2
372325,5,2023,comp,5.3,2
372325,5,2023,maths,4.5,2
372325,5,2023,calc,6.6,2
372325,5,2023,mf,7.8,2
1232325,8,2023,rc,13,1
1232325,8,2023,lwid,6.5,1
1232325,8,2023,wa,5.5,1
1232325,8,2023,rf,NA,1
1232325,8,2023,cap,NA,1
1232325,8,2023,punc,NA,1
1232325,8,2023,ue,NA,1
1232325,8,2023,lang,NA,1
1232325,8,2023,wf,NA,1
1232325,8,2023,ws,NA,1
1232325,8,2023,ce,NA,1
1232325,8,2023,psdi,NA,1
1232325,8,2023,comp,7.6,1
1232325,8,2023,maths,3.4,1
1232325,8,2023,calc,5,1
1232325,8,2023,mf,6,1
1232325,8,2023,rc,NA,2
1232325,8,2023,lwid,7.7,2
1232325,8,2023,wa,8.1,2
1232325,8,2023,rf,NA,2
1232325,8,2023,cap,NA,2
1232325,8,2023,punc,NA,2
1232325,8,2023,ue,NA,2
1232325,8,2023,lang,NA,2
1232325,8,2023,wf,NA,2
1232325,8,2023,ws,NA,2
1232325,8,2023,ce,NA,2
1232325,8,2023,psdi,NA,2
1232325,8,2023,comp,8.4,2
1232325,8,2023,maths,6.9,2
1232325,8,2023,calc,7.1,2
1232325,8,2023,mf,9,2
552325,7,2023,rc,4.5,1
552325,7,2023,lwid,6.5,1
552325,7,2023,wa,9.2,1
552325,7,2023,rf,2.8,1
552325,7,2023,cap,NA,1
552325,7,2023,punc,NA,1
552325,7,2023,ue,NA,1
552325,7,2023,lang,NA,1
552325,7,2023,wf,2.9,1
552325,7,2023,ws,NA,1
552325,7,2023,ce,NA,1
552325,7,2023,psdi,NA,1
552325,7,2023,comp,2.6,1
552325,7,2023,maths,1.6,1
552325,7,2023,calc,3.3,1
552325,7,2023,mf,2.7,1
552325,7,2023,rc,5.5,2
552325,7,2023,lwid,7.7,2
552325,7,2023,wa,8.1,2
552325,7,2023,rf,4.3,2
552325,7,2023,cap,NA,2
552325,7,2023,punc,NA,2
552325,7,2023,ue,NA,2
552325,7,2023,lang,NA,2
552325,7,2023,wf,5,2
552325,7,2023,ws,NA,2
552325,7,2023,ce,NA,2
552325,7,2023,psdi,NA,2
552325,7,2023,comp,5.2,2
552325,7,2023,maths,3.9,2
552325,7,2023,calc,5,2
552325,7,2023,mf,6.6,2
172325,8,2023,rc,13,1
172325,8,2023,lwid,NA,1
172325,8,2023,wa,NA,1
172325,8,2023,rf,NA,1
172325,8,2023,cap,NA,1
172325,8,2023,punc,NA,1
172325,8,2023,ue,NA,1
172325,8,2023,lang,NA,1
172325,8,2023,wf,NA,1
172325,8,2023,ws,NA,1
172325,8,2023,ce,NA,1
172325,8,2023,psdi,NA,1
172325,8,2023,comp,9.5,1
172325,8,2023,maths,8.4,1
172325,8,2023,calc,7.6,1
172325,8,2023,mf,9.7,1
172325,8,2023,rc,13,2
172325,8,2023,lwid,NA,2
172325,8,2023,wa,NA,2
172325,8,2023,rf,NA,2
172325,8,2023,cap,NA,2
172325,8,2023,punc,NA,2
172325,8,2023,ue,NA,2
172325,8,2023,lang,NA,2
172325,8,2023,wf,NA,2
172325,8,2023,ws,NA,2
172325,8,2023,ce,NA,2
172325,8,2023,psdi,NA,2
172325,8,2023,comp,10.6,2
172325,8,2023,maths,11.4,2
172325,8,2023,calc,NA,2
172325,8,2023,mf,NA,2
1002325,8,2023,rc,6.9,1
1002325,8,2023,lwid,8.8,1
1002325,8,2023,wa,12.4,1
1002325,8,2023,rf,7.3,1
1002325,8,2023,cap,NA,1
1002325,8,2023,punc,NA,1
1002325,8,2023,ue,NA,1
1002325,8,2023,lang,NA,1
1002325,8,2023,wf,NA,1
1002325,8,2023,ws,NA,1
1002325,8,2023,ce,NA,1
1002325,8,2023,psdi,NA,1
1002325,8,2023,comp,6.4,1
1002325,8,2023,maths,6,1
1002325,8,2023,calc,6.1,1
1002325,8,2023,mf,5.7,1
1002325,8,2023,rc,7.5,2
1002325,8,2023,lwid,9.7,2
1002325,8,2023,wa,10.2,2
1002325,8,2023,rf,7.9,2
1002325,8,2023,cap,NA,2
1002325,8,2023,punc,NA,2
1002325,8,2023,ue,NA,2
1002325,8,2023,lang,NA,2
1002325,8,2023,wf,NA,2
1002325,8,2023,ws,NA,2
1002325,8,2023,ce,NA,2
1002325,8,2023,psdi,NA,2
1002325,8,2023,comp,7.6,2
1002325,8,2023,maths,6.9,2
1002325,8,2023,calc,7.1,2
1002325,8,2023,mf,7.6,2
512325,5,2023,rc,NA,1
512325,5,2023,lwid,NA,1
